th.row1.reg,th.row1.period,th.row2.reg,th.row2.period,th.row3.reg,th.row3.period,th.row4.reg,th.row4.period,th.row5.reg,th.row5.period,fin.bb,insxp.period,insxp.worth,ass.row1.type,ass.row1.worth,ass.row2.type,ass.row2.worth,ass.row3.type,ass.row3.worth,hotelRes,flightRes,res.worth,hasInvLttr,hasMotivLttr,hasItinerary
,,,,,,,,,,,,,,,,,,,,,,,,
